,age,State_gov,bachelors,edu_years,never_married,adm_clerical,not_in_family,race,gender,capital_gain,capital_loss,work_hours,country,salary
5213,63, ?, Bachelors,13, Widowed, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,56, United-States,0
5214,25, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States,0
5215,28, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,0
5216,36, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,0
5217,24, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
5218,51, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,35, Taiwan,0
5219,44, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
5220,18, Private, 12th,8, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, United-States,0
5221,54, Federal-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
5222,61, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
5223,51, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
5224,43, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
5225,51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
5226,50, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States,1
5227,27, ?, HS-grad,9, Never-married, ?, Not-in-family, White, Female,0,0,25, United-States,0
5228,24, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States,0
5229,20, State-gov, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States,0
5230,52, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,1
5231,57, Local-gov, 7th-8th,4, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
5232,49, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,0
5233,42, Self-emp-inc, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, ?,0
5234,22, Private, 11th,7, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
5235,38, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
5236,21, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
5237,39, Federal-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,60, United-States,1
5238,52, Self-emp-not-inc, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States,0
5239,25, Private, Assoc-acdm,12, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,0
5240,50, Private, Some-college,10, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,40, Cuba,0
5241,35, State-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States,0
5242,50, Private, Assoc-voc,11, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
5243,58, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States,0
5244,48, Federal-gov, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,0
5245,30, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, Canada,0
5246,18, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States,0
5247,29, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
5248,52, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
5249,63, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States,0
5250,36, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1
5251,24, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,42, United-States,0
5252,30, Local-gov, Assoc-acdm,12, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States,0
5253,23, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Mexico,0
5254,35, ?, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,20, United-States,0
5255,21, Private, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,0
5256,28, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,43, Mexico,0
5257,20, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
5258,18, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,20, Scotland,0
5259,21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States,0
5260,27, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
5261,42, Private, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0
5262,21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,0
5263,51, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
5264,27, Federal-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
5265,23, Self-emp-not-inc, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
5266,57, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States,1
5267,22, State-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,12, United-States,0
5268,59, Private, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,1
5269,38, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
5270,20, Private, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States,0
5271,90, Private, 9th,5, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
5272,35, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
5273,50, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, United-States,1
5274,45, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
5275,44, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
5276,23, Private, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,0
5277,34, Private, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico,0
5278,23, Self-emp-inc, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,43, United-States,0
5279,39, State-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
5280,19, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,55, United-States,0
5281,54, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
5282,40, Private, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,43, United-States,0
5283,44, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,50, United-States,0
5284,31, Self-emp-inc, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States,1
5285,25, Private, 9th,5, Separated, Handlers-cleaners, Other-relative, White, Male,0,0,40, El-Salvador,0
5286,33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,32, United-States,1
5287,32, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States,0
5288,36, Private, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
5289,47, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,55, United-States,1
5290,80, Private, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States,0
5291,21, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,8, United-States,0
5292,35, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,0
5293,77, ?, Masters,14, Divorced, ?, Not-in-family, White, Male,0,0,45, United-States,0
5294,30, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,5013,0,40, United-States,0
5295,35, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
5296,49, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
5297,33, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1740,25, United-States,0
5298,53, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,0
5299,41, Private, HS-grad,9, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,55, United-States,0
5300,57, Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland,1
5301,21, ?, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,25, United-States,0
5302,19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0
5303,28, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,45, United-States,0
5304,42, Federal-gov, Masters,14, Divorced, Adm-clerical, Not-in-family, White, Male,0,2001,60, United-States,0
5305,29, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States,0
5306,38, ?, Assoc-voc,11, Separated, ?, Unmarried, White, Female,0,0,25, United-States,0
5307,26, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,0
5308,41, Private, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,0,3004,60, ?,1
5309,40, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
5310,36, Self-emp-not-inc, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,1
5311,28, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
5312,25, Self-emp-not-inc, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States,0
5313,42, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,0
5314,32, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
5315,32, Private, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States,0
5316,37, Private, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
5317,39, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,56, United-States,0
5318,49, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
5319,28, ?, HS-grad,9, Never-married, ?, Not-in-family, Black, Male,0,0,40, United-States,0
5320,24, ?, 9th,5, Never-married, ?, Own-child, White, Female,0,0,20, United-States,0
5321,19, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
5322,31, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
5323,40, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
5324,29, Private, 7th-8th,4, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Mexico,0
5325,59, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States,0
5326,52, Private, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
5327,27, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
5328,45, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,1
5329,58, Private, Bachelors,13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, South,0
5330,53, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Cuba,0
5331,23, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States,0
5332,35, Private, 11th,7, Divorced, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States,0
5333,49, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
5334,49, Private, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
5335,25, Private, 12th,8, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
5336,47, Private, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States,1
5337,28, Private, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
5338,20, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States,0
5339,74, ?, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,0,0,56, Mexico,0
5340,19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,24, United-States,0
5341,28, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2580,0,40, United-States,0
5342,31, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
5343,61, ?, Some-college,10, Married-spouse-absent, ?, Not-in-family, White, Male,0,0,40, United-States,0
5344,30, Private, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,53, United-States,0
5345,20, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, Germany,0
5346,35, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, ?,1
5347,23, Private, Bachelors,13, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
5348,25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, United-States,1
5349,19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0
5350,30, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,1
5351,26, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States,0
5352,34, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,0
5353,49, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,0
5354,35, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,2042,40, United-States,0
5355,38, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
5356,36, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,20, United-States,0
5357,33, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States,1
5358,54, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
5359,19, Local-gov, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
5360,18, Never-worked, 10th,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
5361,60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
5362,28, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
5363,43, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
5364,49, Local-gov, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
5365,25, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,70, United-States,0
5366,17, Private, 10th,6, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,0
5367,41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
5368,30, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,35, United-States,0
5369,90, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,60, United-States,1
5370,25, Private, HS-grad,9, Never-married, Protective-serv, Other-relative, White, Male,0,0,40, United-States,0
5371,27, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States,0
5372,29, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
5373,55, Private, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, ?,1
5374,31, Federal-gov, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,0
5375,43, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, United-States,0
5376,63, Private, Masters,14, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,1
5377,46, Private, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
5378,59, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
5379,42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,50, United-States,1
5380,26, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States,0
5381,26, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
5382,20, ?, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States,0
5383,19, ?, HS-grad,9, Never-married, ?, Not-in-family, Black, Female,0,0,40, United-States,0
5384,61, Private, 9th,5, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Puerto-Rico,1
5385,23, State-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
5386,24, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0
5387,35, Private, Bachelors,13, Divorced, Tech-support, Unmarried, White, Male,7430,0,40, Germany,1
5388,42, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,12, United-States,0
5389,31, Private, 12th,8, Divorced, Other-service, Unmarried, White, Female,0,0,21, United-States,0
5390,31, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,55, United-States,0
5391,63, Private, Bachelors,13, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,0
5392,29, State-gov, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Female,0,1590,64, United-States,0
5393,43, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
5394,22, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Vietnam,0
5395,17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States,0
5396,23, Self-emp-not-inc, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,2231,40, United-States,1
5397,35, Private, 9th,5, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0
5398,32, Private, HS-grad,9, Divorced, Other-service, Unmarried, Other, Female,0,0,28, United-States,0
5399,50, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,1
5400,25, Private, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, ?,0
5401,26, Local-gov, Masters,14, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
5402,32, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
5403,29, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
5404,57, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
5405,90, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States,1
5406,35, Private, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,1
5407,31, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States,1
5408,60, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,33, United-States,0
5409,21, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,1579,40, United-States,0
5410,71, Local-gov, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
5411,22, Private, Assoc-voc,11, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0
5412,50, Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
5413,37, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,1
5414,23, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam,0
5415,74, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States,0
5416,67, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1844,70, United-States,0
5417,59, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States,1
5418,28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1740,40, United-States,0
5419,45, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
5420,63, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States,0
5421,39, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,63, United-States,0
5422,33, State-gov, Some-college,10, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States,0
5423,32, Private, Bachelors,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South,0
5424,34, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States,1
5425,39, Private, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States,0
5426,29, State-gov, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,36, United-States,0
5427,22, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
5428,53, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,13550,0,43, United-States,1
5429,46, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States,0
5430,51, Private, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,1
5431,44, Private, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,2354,0,99, United-States,0
5432,56, State-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
5433,27, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,0
5434,52, Private, 9th,5, Married-spouse-absent, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,30, China,0
5435,39, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,1
5436,45, Federal-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States,1
5437,37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
5438,33, Private, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
5439,35, ?, HS-grad,9, Never-married, ?, Not-in-family, White, Female,0,0,4, United-States,0
5440,46, Private, 5th-6th,3, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,45, Italy,0
5441,35, Private, 12th,8, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,50, United-States,0
5442,33, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States,0
5443,48, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
5444,32, Private, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States,0
5445,18, ?, 10th,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
5446,20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States,0
5447,35, Private, HS-grad,9, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,60, United-States,0
5448,19, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States,0
5449,21, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40, ?,0
5450,56, Private, 11th,7, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
5451,28, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, El-Salvador,0
5452,45, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States,0
5453,32, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,45, United-States,0
5454,44, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,12, United-States,0
5455,55, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
5456,34, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
5457,33, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
5458,36, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,55, United-States,0
5459,25, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
5460,28, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
5461,39, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7298,0,55, United-States,1
5462,53, Private, 10th,6, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Columbia,0
5463,47, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,3325,0,45, United-States,0
5464,49, Self-emp-inc, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,0
5465,22, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States,0
5466,31, Private, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States,0
5467,44, Self-emp-inc, Some-college,10, Divorced, Other-service, Unmarried, White, Male,0,0,80, United-States,0
5468,19, Private, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,0
5469,37, Self-emp-not-inc, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
5470,60, ?, HS-grad,9, Widowed, ?, Not-in-family, White, Male,0,0,35, Poland,0
